id	filename	md5	size	state
54137a35-e173-45dc-b7d9-611928f779fe	4758bef7-f8cf-4cd5-98cd-eba3644c13bd.wxs.aliquot_ensemble_masked.maf.gz	70b0069d6d1d762ca41cecf39f8f801d	33378	released
a8049971-5783-45be-bffc-4ffb5cc3005c	e983936c-4458-48de-a72e-93dfcddb4e8c.wxs.aliquot_ensemble_masked.maf.gz	58ac479b9c136907c938d62f3d15380c	41515	released
198e5ef3-1fa4-4677-9191-cd0fd35d9c5a	08da56b0-b6ed-48c9-9823-85795ecc3200.wxs.aliquot_ensemble_masked.maf.gz	21b68caadc0684687a20a4a684fa5503	55023	released
ef158d65-6019-4b1b-9365-6f64d0e1e8bf	2be0fbcd-cc32-40e5-a157-02d9acd4b857.wxs.aliquot_ensemble_masked.maf.gz	e43f8115bf528edb45c765d2f3133d53	34849	released
ed282103-d45a-4aaa-8323-f14318fb9115	4296a4fe-5228-4cf2-adf4-d7d8c1e07c99.wxs.aliquot_ensemble_masked.maf.gz	64fbb799cb51c679db6d04bcfe914a63	50179	released
9e208a77-8106-446c-831c-400f095b46f6	023cf934-f4d8-4e2b-a5ac-9930525adc32.wxs.aliquot_ensemble_masked.maf.gz	1a461e816934cfd2838d4dc238a2d994	70000	released
ecd2e08e-c9f9-4ff9-a7d9-790866844763	75387128-2757-4efe-9204-a4b35a60935b.wxs.aliquot_ensemble_masked.maf.gz	0031b4346b88810251d890c1557d311c	76782	released
bc795364-793e-4dab-818b-192b2ae97fbb	866d6c62-cfb3-4d79-b89d-2e68c5ee4738.wxs.aliquot_ensemble_masked.maf.gz	16ea55213debe8732966c6b641d10088	1003256	released
8e81cce1-1ed4-408b-a1f2-7fdf79bc8403	3d46d6d8-bb77-4f91-b69d-d60913ac6157.wxs.aliquot_ensemble_masked.maf.gz	30ef527f3ef537a85e4fb48c1c4edcc7	470543	released
88785112-3f17-4568-bfb0-c213ab6bca25	7fed8fb5-b7f0-40bc-9fb4-d1827931629f.wxs.aliquot_ensemble_masked.maf.gz	2a66017f3bfcfe3d0df636f5b40bb254	45850	released
